name,full_name,owner,git_url,clone_url,size,language,author,login,url,userProficiency,location
zhao,programthink/zhao,"{'login': 'programthink', 'id': 4027957, 'node_id': 'MDQ6VXNlcjQwMjc5NTc=', 'avatar_url': 'https://avatars.githubusercontent.com/u/4027957?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/programthink', 'html_url': 'https://github.com/programthink', 'followers_url': 'https://api.github.com/users/programthink/followers', 'following_url': 'https://api.github.com/users/programthink/following{/other_user}', 'gists_url': 'https://api.github.com/users/programthink/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/programthink/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/programthink/subscriptions', 'organizations_url': 'https://api.github.com/users/programthink/orgs', 'repos_url': 'https://api.github.com/users/programthink/repos', 'events_url': 'https://api.github.com/users/programthink/events{/privacy}', 'received_events_url': 'https://api.github.com/users/programthink/received_events', 'type': 'User', 'site_admin': False}",git://github.com/programthink/zhao.git,https://github.com/programthink/zhao.git,72400,Python,programthink,programthink,https://api.github.com/users/programthink,<50,China
Deep-Learning,Jack-Cherish/Deep-Learning,"{'login': 'Jack-Cherish', 'id': 16872370, 'node_id': 'MDQ6VXNlcjE2ODcyMzcw', 'avatar_url': 'https://avatars.githubusercontent.com/u/16872370?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Jack-Cherish', 'html_url': 'https://github.com/Jack-Cherish', 'followers_url': 'https://api.github.com/users/Jack-Cherish/followers', 'following_url': 'https://api.github.com/users/Jack-Cherish/following{/other_user}', 'gists_url': 'https://api.github.com/users/Jack-Cherish/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Jack-Cherish/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Jack-Cherish/subscriptions', 'organizations_url': 'https://api.github.com/users/Jack-Cherish/orgs', 'repos_url': 'https://api.github.com/users/Jack-Cherish/repos', 'events_url': 'https://api.github.com/users/Jack-Cherish/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Jack-Cherish/received_events', 'type': 'User', 'site_admin': False}",git://github.com/Jack-Cherish/Deep-Learning.git,https://github.com/Jack-Cherish/Deep-Learning.git,61476,Python,Jack-Cherish,Jack-Cherish,https://api.github.com/users/Jack-Cherish,<50,China
dsi,Jack-Cherish/dsi,"{'login': 'Jack-Cherish', 'id': 16872370, 'node_id': 'MDQ6VXNlcjE2ODcyMzcw', 'avatar_url': 'https://avatars.githubusercontent.com/u/16872370?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Jack-Cherish', 'html_url': 'https://github.com/Jack-Cherish', 'followers_url': 'https://api.github.com/users/Jack-Cherish/followers', 'following_url': 'https://api.github.com/users/Jack-Cherish/following{/other_user}', 'gists_url': 'https://api.github.com/users/Jack-Cherish/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Jack-Cherish/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Jack-Cherish/subscriptions', 'organizations_url': 'https://api.github.com/users/Jack-Cherish/orgs', 'repos_url': 'https://api.github.com/users/Jack-Cherish/repos', 'events_url': 'https://api.github.com/users/Jack-Cherish/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Jack-Cherish/received_events', 'type': 'User', 'site_admin': False}",git://github.com/Jack-Cherish/dsi.git,https://github.com/Jack-Cherish/dsi.git,5671,Python,Jack-Cherish,Jack-Cherish,https://api.github.com/users/Jack-Cherish,<50,China
DeepLearning,Jack-Cherish/DeepLearning,"{'login': 'Jack-Cherish', 'id': 16872370, 'node_id': 'MDQ6VXNlcjE2ODcyMzcw', 'avatar_url': 'https://avatars.githubusercontent.com/u/16872370?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Jack-Cherish', 'html_url': 'https://github.com/Jack-Cherish', 'followers_url': 'https://api.github.com/users/Jack-Cherish/followers', 'following_url': 'https://api.github.com/users/Jack-Cherish/following{/other_user}', 'gists_url': 'https://api.github.com/users/Jack-Cherish/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Jack-Cherish/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Jack-Cherish/subscriptions', 'organizations_url': 'https://api.github.com/users/Jack-Cherish/orgs', 'repos_url': 'https://api.github.com/users/Jack-Cherish/repos', 'events_url': 'https://api.github.com/users/Jack-Cherish/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Jack-Cherish/received_events', 'type': 'User', 'site_admin': False}",git://github.com/Jack-Cherish/DeepLearning.git,https://github.com/Jack-Cherish/DeepLearning.git,20114,Python,Jack-Cherish,Jack-Cherish,https://api.github.com/users/Jack-Cherish,<50,China
redisbook1e-gallery,huangzworks/redisbook1e-gallery,"{'login': 'huangzworks', 'id': 536854, 'node_id': 'MDQ6VXNlcjUzNjg1NA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/536854?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/huangzworks', 'html_url': 'https://github.com/huangzworks', 'followers_url': 'https://api.github.com/users/huangzworks/followers', 'following_url': 'https://api.github.com/users/huangzworks/following{/other_user}', 'gists_url': 'https://api.github.com/users/huangzworks/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/huangzworks/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/huangzworks/subscriptions', 'organizations_url': 'https://api.github.com/users/huangzworks/orgs', 'repos_url': 'https://api.github.com/users/huangzworks/repos', 'events_url': 'https://api.github.com/users/huangzworks/events{/privacy}', 'received_events_url': 'https://api.github.com/users/huangzworks/received_events', 'type': 'User', 'site_admin': False}",git://github.com/huangzworks/redisbook1e-gallery.git,https://github.com/huangzworks/redisbook1e-gallery.git,6814,Python,huangzworks,huangzworks,https://api.github.com/users/huangzworks,<50,China
redisbook1e,huangzworks/redisbook1e,"{'login': 'huangzworks', 'id': 536854, 'node_id': 'MDQ6VXNlcjUzNjg1NA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/536854?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/huangzworks', 'html_url': 'https://github.com/huangzworks', 'followers_url': 'https://api.github.com/users/huangzworks/followers', 'following_url': 'https://api.github.com/users/huangzworks/following{/other_user}', 'gists_url': 'https://api.github.com/users/huangzworks/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/huangzworks/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/huangzworks/subscriptions', 'organizations_url': 'https://api.github.com/users/huangzworks/orgs', 'repos_url': 'https://api.github.com/users/huangzworks/repos', 'events_url': 'https://api.github.com/users/huangzworks/events{/privacy}', 'received_events_url': 'https://api.github.com/users/huangzworks/received_events', 'type': 'User', 'site_admin': False}",git://github.com/huangzworks/redisbook1e.git,https://github.com/huangzworks/redisbook1e.git,10926,Python,huangzworks,huangzworks,https://api.github.com/users/huangzworks,<50,China
redis-manual-website,huangzworks/redis-manual-website,"{'login': 'huangzworks', 'id': 536854, 'node_id': 'MDQ6VXNlcjUzNjg1NA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/536854?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/huangzworks', 'html_url': 'https://github.com/huangzworks', 'followers_url': 'https://api.github.com/users/huangzworks/followers', 'following_url': 'https://api.github.com/users/huangzworks/following{/other_user}', 'gists_url': 'https://api.github.com/users/huangzworks/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/huangzworks/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/huangzworks/subscriptions', 'organizations_url': 'https://api.github.com/users/huangzworks/orgs', 'repos_url': 'https://api.github.com/users/huangzworks/repos', 'events_url': 'https://api.github.com/users/huangzworks/events{/privacy}', 'received_events_url': 'https://api.github.com/users/huangzworks/received_events', 'type': 'User', 'site_admin': False}",git://github.com/huangzworks/redis-manual-website.git,https://github.com/huangzworks/redis-manual-website.git,13409,Python,huangzworks,huangzworks,https://api.github.com/users/huangzworks,<50,China
MachineLearning,wepe/MachineLearning,"{'login': 'wepe', 'id': 9136322, 'node_id': 'MDQ6VXNlcjkxMzYzMjI=', 'avatar_url': 'https://avatars.githubusercontent.com/u/9136322?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/wepe', 'html_url': 'https://github.com/wepe', 'followers_url': 'https://api.github.com/users/wepe/followers', 'following_url': 'https://api.github.com/users/wepe/following{/other_user}', 'gists_url': 'https://api.github.com/users/wepe/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/wepe/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/wepe/subscriptions', 'organizations_url': 'https://api.github.com/users/wepe/orgs', 'repos_url': 'https://api.github.com/users/wepe/repos', 'events_url': 'https://api.github.com/users/wepe/events{/privacy}', 'received_events_url': 'https://api.github.com/users/wepe/received_events', 'type': 'User', 'site_admin': False}",git://github.com/wepe/MachineLearning.git,https://github.com/wepe/MachineLearning.git,8209,Python,wepe,wepe,https://api.github.com/users/wepe,<50,China
thorns,ring04h/thorns,"{'login': 'ring04h', 'id': 92474, 'node_id': 'MDQ6VXNlcjkyNDc0', 'avatar_url': 'https://avatars.githubusercontent.com/u/92474?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ring04h', 'html_url': 'https://github.com/ring04h', 'followers_url': 'https://api.github.com/users/ring04h/followers', 'following_url': 'https://api.github.com/users/ring04h/following{/other_user}', 'gists_url': 'https://api.github.com/users/ring04h/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ring04h/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ring04h/subscriptions', 'organizations_url': 'https://api.github.com/users/ring04h/orgs', 'repos_url': 'https://api.github.com/users/ring04h/repos', 'events_url': 'https://api.github.com/users/ring04h/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ring04h/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ring04h/thorns.git,https://github.com/ring04h/thorns.git,3059,Python,ring04h,ring04h,https://api.github.com/users/ring04h,<50,China
dirfuzz,ring04h/dirfuzz,"{'login': 'ring04h', 'id': 92474, 'node_id': 'MDQ6VXNlcjkyNDc0', 'avatar_url': 'https://avatars.githubusercontent.com/u/92474?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ring04h', 'html_url': 'https://github.com/ring04h', 'followers_url': 'https://api.github.com/users/ring04h/followers', 'following_url': 'https://api.github.com/users/ring04h/following{/other_user}', 'gists_url': 'https://api.github.com/users/ring04h/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ring04h/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ring04h/subscriptions', 'organizations_url': 'https://api.github.com/users/ring04h/orgs', 'repos_url': 'https://api.github.com/users/ring04h/repos', 'events_url': 'https://api.github.com/users/ring04h/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ring04h/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ring04h/dirfuzz.git,https://github.com/ring04h/dirfuzz.git,17175,Python,ring04h,ring04h,https://api.github.com/users/ring04h,<50,China
text_classification,brightmart/text_classification,"{'login': 'brightmart', 'id': 19634224, 'node_id': 'MDQ6VXNlcjE5NjM0MjI0', 'avatar_url': 'https://avatars.githubusercontent.com/u/19634224?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/brightmart', 'html_url': 'https://github.com/brightmart', 'followers_url': 'https://api.github.com/users/brightmart/followers', 'following_url': 'https://api.github.com/users/brightmart/following{/other_user}', 'gists_url': 'https://api.github.com/users/brightmart/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/brightmart/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/brightmart/subscriptions', 'organizations_url': 'https://api.github.com/users/brightmart/orgs', 'repos_url': 'https://api.github.com/users/brightmart/repos', 'events_url': 'https://api.github.com/users/brightmart/events{/privacy}', 'received_events_url': 'https://api.github.com/users/brightmart/received_events', 'type': 'User', 'site_admin': False}",git://github.com/brightmart/text_classification.git,https://github.com/brightmart/text_classification.git,14810,Python,brightmart,brightmart,https://api.github.com/users/brightmart,<50,China
bert_language_understanding,brightmart/bert_language_understanding,"{'login': 'brightmart', 'id': 19634224, 'node_id': 'MDQ6VXNlcjE5NjM0MjI0', 'avatar_url': 'https://avatars.githubusercontent.com/u/19634224?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/brightmart', 'html_url': 'https://github.com/brightmart', 'followers_url': 'https://api.github.com/users/brightmart/followers', 'following_url': 'https://api.github.com/users/brightmart/following{/other_user}', 'gists_url': 'https://api.github.com/users/brightmart/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/brightmart/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/brightmart/subscriptions', 'organizations_url': 'https://api.github.com/users/brightmart/orgs', 'repos_url': 'https://api.github.com/users/brightmart/repos', 'events_url': 'https://api.github.com/users/brightmart/events{/privacy}', 'received_events_url': 'https://api.github.com/users/brightmart/received_events', 'type': 'User', 'site_admin': False}",git://github.com/brightmart/bert_language_understanding.git,https://github.com/brightmart/bert_language_understanding.git,16762,Python,brightmart,brightmart,https://api.github.com/users/brightmart,<50,China
nlu_sim,brightmart/nlu_sim,"{'login': 'brightmart', 'id': 19634224, 'node_id': 'MDQ6VXNlcjE5NjM0MjI0', 'avatar_url': 'https://avatars.githubusercontent.com/u/19634224?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/brightmart', 'html_url': 'https://github.com/brightmart', 'followers_url': 'https://api.github.com/users/brightmart/followers', 'following_url': 'https://api.github.com/users/brightmart/following{/other_user}', 'gists_url': 'https://api.github.com/users/brightmart/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/brightmart/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/brightmart/subscriptions', 'organizations_url': 'https://api.github.com/users/brightmart/orgs', 'repos_url': 'https://api.github.com/users/brightmart/repos', 'events_url': 'https://api.github.com/users/brightmart/events{/privacy}', 'received_events_url': 'https://api.github.com/users/brightmart/received_events', 'type': 'User', 'site_admin': False}",git://github.com/brightmart/nlu_sim.git,https://github.com/brightmart/nlu_sim.git,17155,Python,brightmart,brightmart,https://api.github.com/users/brightmart,<50,China
ai_law,brightmart/ai_law,"{'login': 'brightmart', 'id': 19634224, 'node_id': 'MDQ6VXNlcjE5NjM0MjI0', 'avatar_url': 'https://avatars.githubusercontent.com/u/19634224?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/brightmart', 'html_url': 'https://github.com/brightmart', 'followers_url': 'https://api.github.com/users/brightmart/followers', 'following_url': 'https://api.github.com/users/brightmart/following{/other_user}', 'gists_url': 'https://api.github.com/users/brightmart/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/brightmart/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/brightmart/subscriptions', 'organizations_url': 'https://api.github.com/users/brightmart/orgs', 'repos_url': 'https://api.github.com/users/brightmart/repos', 'events_url': 'https://api.github.com/users/brightmart/events{/privacy}', 'received_events_url': 'https://api.github.com/users/brightmart/received_events', 'type': 'User', 'site_admin': False}",git://github.com/brightmart/ai_law.git,https://github.com/brightmart/ai_law.git,9303,Python,brightmart,brightmart,https://api.github.com/users/brightmart,<50,China
cs224d_DeepLearningForNLP,brightmart/cs224d_DeepLearningForNLP,"{'login': 'brightmart', 'id': 19634224, 'node_id': 'MDQ6VXNlcjE5NjM0MjI0', 'avatar_url': 'https://avatars.githubusercontent.com/u/19634224?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/brightmart', 'html_url': 'https://github.com/brightmart', 'followers_url': 'https://api.github.com/users/brightmart/followers', 'following_url': 'https://api.github.com/users/brightmart/following{/other_user}', 'gists_url': 'https://api.github.com/users/brightmart/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/brightmart/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/brightmart/subscriptions', 'organizations_url': 'https://api.github.com/users/brightmart/orgs', 'repos_url': 'https://api.github.com/users/brightmart/repos', 'events_url': 'https://api.github.com/users/brightmart/events{/privacy}', 'received_events_url': 'https://api.github.com/users/brightmart/received_events', 'type': 'User', 'site_admin': False}",git://github.com/brightmart/cs224d_DeepLearningForNLP.git,https://github.com/brightmart/cs224d_DeepLearningForNLP.git,91720,Python,brightmart,brightmart,https://api.github.com/users/brightmart,<50,China
Chinese-LLaMA-Alpaca,ymcui/Chinese-LLaMA-Alpaca,"{'login': 'ymcui', 'id': 16095339, 'node_id': 'MDQ6VXNlcjE2MDk1MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/16095339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ymcui', 'html_url': 'https://github.com/ymcui', 'followers_url': 'https://api.github.com/users/ymcui/followers', 'following_url': 'https://api.github.com/users/ymcui/following{/other_user}', 'gists_url': 'https://api.github.com/users/ymcui/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ymcui/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ymcui/subscriptions', 'organizations_url': 'https://api.github.com/users/ymcui/orgs', 'repos_url': 'https://api.github.com/users/ymcui/repos', 'events_url': 'https://api.github.com/users/ymcui/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ymcui/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ymcui/Chinese-LLaMA-Alpaca.git,https://github.com/ymcui/Chinese-LLaMA-Alpaca.git,24091,Python,ymcui,ymcui,https://api.github.com/users/ymcui,<50,China
Chinese-BERT-wwm,ymcui/Chinese-BERT-wwm,"{'login': 'ymcui', 'id': 16095339, 'node_id': 'MDQ6VXNlcjE2MDk1MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/16095339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ymcui', 'html_url': 'https://github.com/ymcui', 'followers_url': 'https://api.github.com/users/ymcui/followers', 'following_url': 'https://api.github.com/users/ymcui/following{/other_user}', 'gists_url': 'https://api.github.com/users/ymcui/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ymcui/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ymcui/subscriptions', 'organizations_url': 'https://api.github.com/users/ymcui/orgs', 'repos_url': 'https://api.github.com/users/ymcui/repos', 'events_url': 'https://api.github.com/users/ymcui/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ymcui/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ymcui/Chinese-BERT-wwm.git,https://github.com/ymcui/Chinese-BERT-wwm.git,16233,Python,ymcui,ymcui,https://api.github.com/users/ymcui,<50,China
Chinese-LLaMA-Alpaca-2,ymcui/Chinese-LLaMA-Alpaca-2,"{'login': 'ymcui', 'id': 16095339, 'node_id': 'MDQ6VXNlcjE2MDk1MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/16095339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ymcui', 'html_url': 'https://github.com/ymcui', 'followers_url': 'https://api.github.com/users/ymcui/followers', 'following_url': 'https://api.github.com/users/ymcui/following{/other_user}', 'gists_url': 'https://api.github.com/users/ymcui/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ymcui/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ymcui/subscriptions', 'organizations_url': 'https://api.github.com/users/ymcui/orgs', 'repos_url': 'https://api.github.com/users/ymcui/repos', 'events_url': 'https://api.github.com/users/ymcui/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ymcui/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ymcui/Chinese-LLaMA-Alpaca-2.git,https://github.com/ymcui/Chinese-LLaMA-Alpaca-2.git,8545,Python,ymcui,ymcui,https://api.github.com/users/ymcui,<50,China
cmrc2018,ymcui/cmrc2018,"{'login': 'ymcui', 'id': 16095339, 'node_id': 'MDQ6VXNlcjE2MDk1MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/16095339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ymcui', 'html_url': 'https://github.com/ymcui', 'followers_url': 'https://api.github.com/users/ymcui/followers', 'following_url': 'https://api.github.com/users/ymcui/following{/other_user}', 'gists_url': 'https://api.github.com/users/ymcui/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ymcui/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ymcui/subscriptions', 'organizations_url': 'https://api.github.com/users/ymcui/orgs', 'repos_url': 'https://api.github.com/users/ymcui/repos', 'events_url': 'https://api.github.com/users/ymcui/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ymcui/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ymcui/cmrc2018.git,https://github.com/ymcui/cmrc2018.git,6479,Python,ymcui,ymcui,https://api.github.com/users/ymcui,<50,China
cmrc2019,ymcui/cmrc2019,"{'login': 'ymcui', 'id': 16095339, 'node_id': 'MDQ6VXNlcjE2MDk1MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/16095339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ymcui', 'html_url': 'https://github.com/ymcui', 'followers_url': 'https://api.github.com/users/ymcui/followers', 'following_url': 'https://api.github.com/users/ymcui/following{/other_user}', 'gists_url': 'https://api.github.com/users/ymcui/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ymcui/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ymcui/subscriptions', 'organizations_url': 'https://api.github.com/users/ymcui/orgs', 'repos_url': 'https://api.github.com/users/ymcui/repos', 'events_url': 'https://api.github.com/users/ymcui/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ymcui/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ymcui/cmrc2019.git,https://github.com/ymcui/cmrc2019.git,10837,Python,ymcui,ymcui,https://api.github.com/users/ymcui,<50,China
cmrc2017,ymcui/cmrc2017,"{'login': 'ymcui', 'id': 16095339, 'node_id': 'MDQ6VXNlcjE2MDk1MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/16095339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ymcui', 'html_url': 'https://github.com/ymcui', 'followers_url': 'https://api.github.com/users/ymcui/followers', 'following_url': 'https://api.github.com/users/ymcui/following{/other_user}', 'gists_url': 'https://api.github.com/users/ymcui/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ymcui/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ymcui/subscriptions', 'organizations_url': 'https://api.github.com/users/ymcui/orgs', 'repos_url': 'https://api.github.com/users/ymcui/repos', 'events_url': 'https://api.github.com/users/ymcui/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ymcui/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ymcui/cmrc2017.git,https://github.com/ymcui/cmrc2017.git,189910,Python,ymcui,ymcui,https://api.github.com/users/ymcui,<50,China
Cross-Lingual-MRC,ymcui/Cross-Lingual-MRC,"{'login': 'ymcui', 'id': 16095339, 'node_id': 'MDQ6VXNlcjE2MDk1MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/16095339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ymcui', 'html_url': 'https://github.com/ymcui', 'followers_url': 'https://api.github.com/users/ymcui/followers', 'following_url': 'https://api.github.com/users/ymcui/following{/other_user}', 'gists_url': 'https://api.github.com/users/ymcui/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ymcui/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ymcui/subscriptions', 'organizations_url': 'https://api.github.com/users/ymcui/orgs', 'repos_url': 'https://api.github.com/users/ymcui/repos', 'events_url': 'https://api.github.com/users/ymcui/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ymcui/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ymcui/Cross-Lingual-MRC.git,https://github.com/ymcui/Cross-Lingual-MRC.git,21272,Python,ymcui,ymcui,https://api.github.com/users/ymcui,<50,China
expmrc,ymcui/expmrc,"{'login': 'ymcui', 'id': 16095339, 'node_id': 'MDQ6VXNlcjE2MDk1MzM5', 'avatar_url': 'https://avatars.githubusercontent.com/u/16095339?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/ymcui', 'html_url': 'https://github.com/ymcui', 'followers_url': 'https://api.github.com/users/ymcui/followers', 'following_url': 'https://api.github.com/users/ymcui/following{/other_user}', 'gists_url': 'https://api.github.com/users/ymcui/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/ymcui/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/ymcui/subscriptions', 'organizations_url': 'https://api.github.com/users/ymcui/orgs', 'repos_url': 'https://api.github.com/users/ymcui/repos', 'events_url': 'https://api.github.com/users/ymcui/events{/privacy}', 'received_events_url': 'https://api.github.com/users/ymcui/received_events', 'type': 'User', 'site_admin': False}",git://github.com/ymcui/expmrc.git,https://github.com/ymcui/expmrc.git,36897,Python,ymcui,ymcui,https://api.github.com/users/ymcui,<50,China
DeepCTR,shenweichen/DeepCTR,"{'login': 'shenweichen', 'id': 18311786, 'node_id': 'MDQ6VXNlcjE4MzExNzg2', 'avatar_url': 'https://avatars.githubusercontent.com/u/18311786?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/shenweichen', 'html_url': 'https://github.com/shenweichen', 'followers_url': 'https://api.github.com/users/shenweichen/followers', 'following_url': 'https://api.github.com/users/shenweichen/following{/other_user}', 'gists_url': 'https://api.github.com/users/shenweichen/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/shenweichen/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/shenweichen/subscriptions', 'organizations_url': 'https://api.github.com/users/shenweichen/orgs', 'repos_url': 'https://api.github.com/users/shenweichen/repos', 'events_url': 'https://api.github.com/users/shenweichen/events{/privacy}', 'received_events_url': 'https://api.github.com/users/shenweichen/received_events', 'type': 'User', 'site_admin': False}",git://github.com/shenweichen/DeepCTR.git,https://github.com/shenweichen/DeepCTR.git,7683,Python,shenweichen,shenweichen,https://api.github.com/users/shenweichen,<50,China
DeepCTR-Torch,shenweichen/DeepCTR-Torch,"{'login': 'shenweichen', 'id': 18311786, 'node_id': 'MDQ6VXNlcjE4MzExNzg2', 'avatar_url': 'https://avatars.githubusercontent.com/u/18311786?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/shenweichen', 'html_url': 'https://github.com/shenweichen', 'followers_url': 'https://api.github.com/users/shenweichen/followers', 'following_url': 'https://api.github.com/users/shenweichen/following{/other_user}', 'gists_url': 'https://api.github.com/users/shenweichen/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/shenweichen/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/shenweichen/subscriptions', 'organizations_url': 'https://api.github.com/users/shenweichen/orgs', 'repos_url': 'https://api.github.com/users/shenweichen/repos', 'events_url': 'https://api.github.com/users/shenweichen/events{/privacy}', 'received_events_url': 'https://api.github.com/users/shenweichen/received_events', 'type': 'User', 'site_admin': False}",git://github.com/shenweichen/DeepCTR-Torch.git,https://github.com/shenweichen/DeepCTR-Torch.git,5564,Python,shenweichen,shenweichen,https://api.github.com/users/shenweichen,<50,China
